idx,score,length,gc,frac_a,frac_t,frac_c,frac_g,entropy_bits,cpg_density,longest_run,runs_ge_5,mean_unpair_prob
9156,0.9846225380897522,100,0.76,0.09,0.15,0.48,0.28,1.7456879717813545,0.12,5,1,nan
9158,0.9993080496788025,100,0.71,0.2,0.09,0.18,0.53,1.7077929794893323,0.09,4,0,nan
9163,0.9793004393577576,100,0.66,0.2,0.14,0.28,0.38,1.906169048424496,0.11,4,0,nan
9164,0.9917060732841492,100,0.63,0.23,0.14,0.35,0.28,1.92909881668668,0.11,4,0,nan
9165,0.9978722929954529,100,0.77,0.1,0.13,0.45,0.32,1.7592723235792929,0.16,5,1,nan
9169,0.9918845295906067,100,0.76,0.06,0.18,0.61,0.15,1.5343885742172005,0.06,6,4,nan
9173,0.9921372532844543,100,0.57,0.28,0.15,0.27,0.3,1.9558764179906256,0.07,4,0,nan
9176,0.997571587562561,100,0.58,0.24,0.18,0.27,0.31,1.9732582075379632,0.06,4,0,nan
9183,0.9992550015449524,100,0.63,0.24,0.13,0.31,0.32,1.9266071700233738,0.08,4,0,nan
9186,0.9794505834579468,100,0.63,0.21,0.16,0.27,0.36,1.936476904887816,0.07,3,0,nan
9187,0.977832555770874,100,0.6,0.16,0.24,0.31,0.29,1.95884984479472,0.11,7,1,nan
9188,0.9967541694641113,100,0.57,0.23,0.2,0.38,0.19,1.9377326382412956,0.08,4,0,nan
9189,0.9870100617408752,100,0.67,0.15,0.18,0.24,0.43,1.873551255478851,0.11,4,0,nan
9193,0.9911861419677734,100,0.72,0.16,0.12,0.15,0.57,1.6628797922730054,0.04,5,1,nan
9197,0.991144597530365,100,0.64,0.16,0.2,0.37,0.27,1.9281531999304045,0.05,5,1,nan
9200,0.9576054215431213,100,0.55,0.25,0.2,0.23,0.32,1.9780872734604582,0.06,4,0,nan
9201,0.99604731798172,100,0.62,0.21,0.17,0.18,0.44,1.8738644355186005,0.06,4,0,nan
9202,0.9770992398262024,100,0.58,0.25,0.17,0.3,0.28,1.9698969024598012,0.04,4,0,nan
9203,0.9989410042762756,100,0.79,0.1,0.11,0.48,0.31,1.7145430456697994,0.15,5,1,nan
9208,0.9995948076248169,100,0.69,0.18,0.13,0.19,0.5,1.783178203715123,0.06,5,1,nan
9210,0.9960710406303406,100,0.75,0.08,0.17,0.46,0.29,1.759334518388945,0.08,4,0,nan
9214,0.9768808484077454,100,0.62,0.17,0.21,0.33,0.29,1.9531363000033417,0.05,4,0,nan
9221,0.9975935816764832,100,0.75,0.14,0.11,0.2,0.55,1.6861555612205221,0.04,5,2,nan
9222,0.9965514540672302,100,0.63,0.27,0.1,0.2,0.43,1.8301642912024776,0.08,4,0,nan
9223,0.9859199523925781,100,0.54,0.15,0.31,0.44,0.1,1.7876790225243686,0.02,4,0,nan
9227,0.9961174130439758,100,0.65,0.16,0.19,0.28,0.37,1.9231928387616026,0.07,4,0,nan
9234,0.988352358341217,100,0.73,0.14,0.13,0.25,0.48,1.788023289538482,0.11,5,1,nan
9235,0.9947386980056763,100,0.73,0.23,0.04,0.23,0.5,1.6610895951011364,0.13,4,0,nan
9241,0.9975372552871704,100,0.64,0.14,0.22,0.47,0.17,1.8242261012854075,0.03,5,1,nan
9243,0.9999248385429382,100,0.73,0.09,0.18,0.44,0.29,1.7970120385978936,0.13,4,0,nan
9246,0.9818309545516968,100,0.76,0.09,0.15,0.47,0.29,1.7530581014281532,0.16,5,2,nan
9247,0.9981273412704468,100,0.78,0.12,0.1,0.4,0.38,1.7584841871359422,0.12,5,1,nan
9254,0.996877133846283,100,0.73,0.11,0.16,0.47,0.26,1.7905476247194485,0.12,4,0,nan
9259,0.9985458254814148,100,0.71,0.14,0.15,0.34,0.37,1.8675578000375554,0.1,4,0,nan
9260,0.9978519082069397,100,0.65,0.12,0.23,0.27,0.38,1.895209359102374,0.12,5,1,nan
9261,0.9734825491905212,100,0.86,0.07,0.07,0.38,0.48,1.5758320452319428,0.18,6,2,nan
9267,0.9983376264572144,100,0.69,0.14,0.17,0.56,0.13,1.6827818979635023,0.04,4,0,nan
9268,0.9977738261222839,100,0.71,0.17,0.12,0.38,0.33,1.8599294921787761,0.12,5,1,nan
9270,0.9666431546211243,100,0.68,0.18,0.14,0.31,0.37,1.896941398924401,0.11,3,0,nan
9273,0.9897506237030029,100,0.77,0.08,0.15,0.54,0.23,1.6697640993720608,0.09,5,2,nan
9289,0.9956011772155762,100,0.72,0.16,0.12,0.29,0.43,1.8315523565792877,0.12,7,2,nan
9292,0.9994272589683533,100,0.71,0.16,0.13,0.37,0.34,1.865563915108556,0.11,6,1,nan
9297,0.988411009311676,100,0.65,0.15,0.2,0.25,0.4,1.903701696057348,0.11,5,1,nan
9299,0.9982864260673523,100,0.72,0.16,0.12,0.38,0.34,1.849710868554508,0.12,4,0,nan
9301,0.9976593255996704,100,0.78,0.09,0.13,0.44,0.34,1.7456184980610485,0.1,4,0,nan
9313,0.9501078724861145,100,0.65,0.18,0.17,0.32,0.33,1.9337509471142609,0.05,4,0,nan
9314,0.9997351169586182,100,0.75,0.09,0.16,0.54,0.21,1.688537029693104,0.06,5,2,nan
9315,0.9972827434539795,100,0.77,0.17,0.06,0.39,0.38,1.7383704362540582,0.13,5,2,nan
9319,0.9991397261619568,100,0.67,0.2,0.13,0.36,0.31,1.9014395506997461,0.09,4,0,nan
9325,0.9957124590873718,100,0.63,0.23,0.14,0.37,0.26,1.9207951787941517,0.09,4,0,nan
9328,0.963350236415863,100,0.6,0.18,0.22,0.32,0.28,1.9661353552387737,0.03,4,0,nan
9330,0.999108076095581,100,0.71,0.11,0.18,0.21,0.5,1.7684174577941039,0.08,5,1,nan
9333,0.9896022081375122,100,0.78,0.1,0.12,0.48,0.3,1.7286187011707392,0.15,4,0,nan
9338,0.9958295822143555,100,0.62,0.22,0.16,0.45,0.17,1.856578657313608,0.06,4,0,nan
9344,0.9922991991043091,100,0.67,0.23,0.1,0.18,0.49,1.7694498065168074,0.03,4,0,nan
9349,0.9955517053604126,100,0.6,0.24,0.16,0.24,0.36,1.9419011889093372,0.05,6,1,nan
9353,0.9596874117851257,100,0.61,0.13,0.26,0.28,0.33,1.92997526213528,0.07,5,1,nan
9355,0.971964955329895,100,0.72,0.18,0.1,0.26,0.46,1.7981240535234624,0.1,4,0,nan
9357,0.9831097722053528,100,0.6,0.18,0.22,0.37,0.23,1.9442777382390786,0.06,5,1,nan
9361,0.9919491410255432,100,0.7,0.15,0.15,0.28,0.42,1.8609563153489606,0.06,4,0,nan
9364,0.9879360795021057,100,0.69,0.2,0.11,0.42,0.27,1.8503401495959337,0.08,4,0,nan
9369,0.9761073589324951,100,0.72,0.13,0.15,0.22,0.5,1.7737623860875371,0.05,5,1,nan
9370,0.9785988926887512,100,0.68,0.19,0.13,0.24,0.44,1.8531518864886132,0.07,5,1,nan
9371,0.9986039996147156,100,0.6,0.17,0.23,0.28,0.32,1.9625088786929248,0.08,3,0,nan
9375,0.9952396154403687,100,0.71,0.13,0.16,0.39,0.32,1.8614921610601058,0.1,5,1,nan
9385,0.9985136389732361,100,0.56,0.24,0.2,0.31,0.25,1.982314666960562,0.06,4,0,nan
9386,0.9783897399902344,100,0.79,0.09,0.12,0.35,0.44,1.7309684714272286,0.11,5,2,nan
9388,0.9747940897941589,100,0.66,0.14,0.2,0.5,0.16,1.7845127868218253,0.03,5,1,nan
9389,0.9966816902160645,100,0.72,0.13,0.15,0.29,0.43,1.8346571039662067,0.1,4,0,nan
9392,0.9997590780258179,100,0.8,0.1,0.1,0.43,0.37,1.7186789809926388,0.16,4,0,nan
9397,0.9938303232192993,100,0.66,0.21,0.13,0.39,0.27,1.8952858766924299,0.08,5,1,nan
9400,0.9540493488311768,100,0.83,0.1,0.07,0.47,0.36,1.6433187749342344,0.14,5,1,nan
9402,0.9697033166885376,100,0.74,0.11,0.15,0.44,0.3,1.803068031500378,0.13,7,2,nan
9405,0.9943549036979675,100,0.77,0.11,0.12,0.45,0.32,1.7617893182897295,0.19,4,0,nan
9408,0.9973407983779907,100,0.84,0.08,0.08,0.29,0.55,1.5752938587491658,0.11,5,2,nan
9411,0.9959814548492432,100,0.75,0.13,0.12,0.37,0.38,1.81089332593857,0.1,4,0,nan
9412,0.9999135136604309,100,0.74,0.12,0.14,0.4,0.34,1.822122396620061,0.13,5,1,nan
9413,0.9857470393180847,100,0.77,0.11,0.12,0.48,0.29,1.7435267227049323,0.14,5,1,nan
9414,0.9506151676177979,100,0.49,0.24,0.27,0.3,0.19,1.9804721577806739,0.05,4,0,nan
9419,0.998965322971344,100,0.63,0.18,0.19,0.29,0.34,1.947611607348716,0.1,4,0,nan
9421,0.9940146803855896,100,0.52,0.26,0.22,0.21,0.31,1.9824793919543642,0.05,7,2,nan
9427,0.964029848575592,100,0.75,0.11,0.14,0.31,0.44,1.7923382542162152,0.12,4,0,nan
9428,0.9915633797645569,100,0.84,0.09,0.07,0.51,0.33,1.6044611113071319,0.19,5,1,nan
9430,0.9989432692527771,100,0.66,0.2,0.14,0.18,0.48,1.8150723811034164,0.04,4,0,nan
9431,0.9642568826675415,100,0.7,0.16,0.14,0.42,0.28,1.859993804943452,0.07,4,0,nan
9436,0.9985062479972839,100,0.75,0.15,0.1,0.18,0.57,1.6502959826111918,0.08,5,2,nan
9437,0.9936481714248657,100,0.79,0.13,0.08,0.33,0.46,1.717310467241867,0.13,5,2,nan
9438,0.9954031705856323,100,0.77,0.13,0.1,0.45,0.32,1.7592723235792929,0.13,6,2,nan
9439,0.9963173270225525,100,0.76,0.12,0.12,0.3,0.46,1.7705595111328656,0.1,5,1,nan
9440,0.9551716446876526,100,0.78,0.12,0.1,0.37,0.41,1.7573738130233236,0.14,5,1,nan
9441,0.9988617897033691,100,0.78,0.07,0.15,0.3,0.48,1.708458576860704,0.17,4,0,nan
9445,0.9964807033538818,100,0.71,0.15,0.14,0.32,0.39,1.8634860459891054,0.12,5,1,nan
9446,0.9989410638809204,100,0.72,0.15,0.13,0.51,0.21,1.7614418538861025,0.06,5,2,nan
9447,0.9735833406448364,100,0.72,0.21,0.07,0.22,0.5,1.721951635459585,0.07,5,2,nan
9448,0.9995948672294617,100,0.58,0.23,0.19,0.33,0.25,1.9707166054953595,0.05,3,0,nan
9450,0.9897888898849487,100,0.62,0.27,0.11,0.3,0.32,1.90743190745793,0.06,5,1,nan
9452,0.9761280417442322,100,0.68,0.14,0.18,0.23,0.45,1.8484868571855775,0.1,5,1,nan
9453,0.9907724857330322,100,0.82,0.06,0.12,0.46,0.36,1.656551439339458,0.13,5,2,nan
9456,0.9999187588691711,100,0.77,0.12,0.11,0.55,0.22,1.6723004130993149,0.09,5,2,nan
9458,0.9890958666801453,100,0.71,0.11,0.18,0.51,0.2,1.7554096680820706,0.05,4,0,nan
9460,0.9989155530929565,100,0.83,0.08,0.09,0.35,0.48,1.6425318833680234,0.11,5,1,nan
9462,0.9989667534828186,100,0.67,0.14,0.19,0.46,0.21,1.8404951145626134,0.05,6,2,nan
9466,0.9989504814147949,100,0.78,0.17,0.05,0.4,0.38,1.7099074089542914,0.16,5,2,nan
9467,0.9753081798553467,100,0.64,0.3,0.06,0.36,0.28,1.8094588823535382,0.15,4,0,nan
9468,0.9988873600959778,100,0.67,0.13,0.2,0.26,0.41,1.8797027588288118,0.08,4,0,nan
9473,0.9894472360610962,100,0.61,0.26,0.13,0.17,0.44,1.8436661044867302,0.07,6,3,nan
9474,0.978829026222229,100,0.67,0.19,0.14,0.47,0.2,1.8286778938664168,0.13,4,0,nan
9476,0.9890958666801453,100,0.81,0.08,0.11,0.5,0.31,1.6655897606173284,0.14,6,1,nan
9481,0.9820584058761597,100,0.68,0.15,0.17,0.34,0.34,1.9034791853706585,0.1,4,0,nan
9484,0.9909853935241699,100,0.65,0.17,0.18,0.23,0.42,1.8932084390423585,0.09,4,0,nan
9487,0.9987261295318604,100,0.73,0.14,0.13,0.43,0.3,1.8244083141238607,0.09,5,1,nan
9490,0.9855254888534546,100,0.77,0.1,0.13,0.52,0.25,1.7054135160505974,0.13,5,2,nan
9491,0.9532168507575989,100,0.68,0.12,0.2,0.48,0.2,1.804107451387086,0.07,4,0,nan
9492,0.9917581677436829,100,0.68,0.14,0.18,0.48,0.2,1.8150723811034164,0.05,4,0,nan
9493,0.9970504641532898,100,0.72,0.15,0.13,0.42,0.3,1.8399249408254703,0.04,5,2,nan
9494,0.9982411861419678,100,0.64,0.25,0.11,0.18,0.46,1.8109296642350987,0.1,4,0,nan
9497,0.9973407983779907,100,0.84,0.08,0.08,0.29,0.55,1.5752938587491658,0.11,5,2,nan
9498,0.9800072312355042,100,0.61,0.21,0.18,0.28,0.33,1.96017359316715,0.1,4,0,nan
9502,0.9982753396034241,100,0.88,0.08,0.04,0.5,0.38,1.5077156397787999,0.18,5,3,nan
9505,0.9988764524459839,100,0.68,0.2,0.12,0.44,0.24,1.8467341583372252,0.08,5,1,nan
9507,0.9989490509033203,100,0.87,0.05,0.08,0.53,0.34,1.5222245780867456,0.24,5,1,nan
9509,0.9906815886497498,100,0.65,0.15,0.2,0.19,0.46,1.8454922541154672,0.03,5,1,nan
9512,0.997271716594696,100,0.81,0.06,0.13,0.43,0.38,1.6801949767426487,0.23,5,2,nan
9514,0.9594261646270752,100,0.61,0.21,0.18,0.41,0.2,1.909901089860682,0.05,4,0,nan
9515,0.9996967911720276,100,0.65,0.2,0.15,0.37,0.28,1.919879857997134,0.14,4,0,nan
9519,0.991661548614502,100,0.64,0.2,0.16,0.22,0.42,1.8936222971299674,0.06,5,1,nan
9525,0.9842484593391418,100,0.85,0.02,0.13,0.39,0.46,1.54065366127388,0.16,4,0,nan
9530,0.9840542674064636,100,0.75,0.17,0.08,0.23,0.52,1.7043396034356861,0.08,4,0,nan
9533,0.9983469247817993,100,0.57,0.22,0.21,0.14,0.43,1.874071041281013,0.07,3,0,nan
9534,0.9991846680641174,100,0.6,0.19,0.21,0.34,0.26,1.9625116106951046,0.06,4,0,nan
9539,0.9776008725166321,100,0.69,0.21,0.1,0.34,0.35,1.8642902995465955,0.08,4,0,nan
9542,0.9937987923622131,100,0.65,0.19,0.16,0.4,0.25,1.9070146768218172,0.03,5,1,nan
9545,0.9983837008476257,100,0.71,0.19,0.1,0.32,0.39,1.8432502873754304,0.14,4,0,nan
9547,0.9683647751808167,100,0.7,0.16,0.14,0.51,0.19,1.7707833487269162,0.05,5,1,nan
9555,0.9993512630462646,100,0.59,0.19,0.22,0.31,0.28,1.9738147717241776,0.09,3,0,nan
9560,0.9949243068695068,100,0.75,0.13,0.12,0.51,0.24,1.7392756017513036,0.05,5,3,nan
9563,0.9833891987800598,100,0.7,0.21,0.09,0.34,0.36,1.8452659143170291,0.13,4,0,nan
9567,0.9989610910415649,100,0.72,0.14,0.14,0.34,0.38,1.8538469904649177,0.07,4,0,nan
9568,0.9990593791007996,100,0.65,0.21,0.14,0.23,0.42,1.8832472744429283,0.07,4,0,nan
9573,0.9994319677352905,100,0.74,0.08,0.18,0.46,0.28,1.7663718115527534,0.12,5,1,nan
9577,0.9914427399635315,100,0.76,0.15,0.09,0.6,0.16,1.5883949929385277,0.05,5,1,nan
9579,0.9997345209121704,100,0.76,0.14,0.1,0.31,0.45,1.771498941629639,0.11,4,0,nan
9582,0.9709639549255371,100,0.56,0.19,0.25,0.41,0.15,1.8931560035420703,0.04,7,2,nan
9585,0.9762942790985107,100,0.6,0.23,0.17,0.36,0.24,1.947004256176744,0.08,4,0,nan
9588,0.99871426820755,100,0.78,0.12,0.1,0.22,0.56,1.6482741677469859,0.1,5,1,nan
9589,0.9754218459129333,100,0.67,0.17,0.16,0.44,0.23,1.8664183446686435,0.13,4,0,nan
9591,0.9956833124160767,100,0.66,0.24,0.1,0.18,0.48,1.7799038795071398,0.06,4,0,nan
9593,0.969240128993988,100,0.74,0.15,0.11,0.36,0.38,1.8218996667555494,0.12,4,0,nan
9600,0.9888925552368164,100,0.75,0.15,0.1,0.31,0.44,1.7876790225243684,0.11,6,2,nan
9602,0.9891232252120972,100,0.6,0.21,0.19,0.43,0.17,1.886200775902444,0.05,4,0,nan
9604,0.9586749076843262,100,0.71,0.11,0.18,0.36,0.35,1.8563101550150352,0.09,5,1,nan
9605,0.983238160610199,100,0.75,0.11,0.14,0.31,0.44,1.7923382542162152,0.13,4,0,nan
9608,0.9976873993873596,100,0.76,0.12,0.12,0.31,0.45,1.7763304400333624,0.19,4,0,nan
9616,0.9972084164619446,100,0.69,0.16,0.15,0.32,0.37,1.8903248551507352,0.07,5,1,nan
9617,0.9722485542297363,100,0.82,0.09,0.09,0.53,0.29,1.6286573600096168,0.19,5,1,nan
9622,0.9956323504447937,100,0.7,0.16,0.14,0.38,0.32,1.8766140455780977,0.13,5,1,nan
9624,0.98166424036026,100,0.62,0.27,0.11,0.28,0.34,1.9037023419392411,0.07,4,0,nan
9625,0.999637246131897,100,0.62,0.12,0.26,0.41,0.21,1.872563382294548,0.08,4,0,nan
9626,0.950310468673706,100,0.83,0.11,0.06,0.34,0.49,1.6272757720397852,0.13,5,4,nan
9629,0.9998116493225098,100,0.74,0.08,0.18,0.43,0.31,1.784174988773275,0.13,4,0,nan
9630,0.9787447452545166,100,0.63,0.21,0.16,0.26,0.37,1.9318574589917894,0.06,4,0,nan
9631,0.9933579564094543,100,0.67,0.14,0.19,0.31,0.36,1.906746416393215,0.08,4,0,nan
9632,0.9624568819999695,100,0.69,0.12,0.19,0.25,0.44,1.8434405024898126,0.07,4,0,nan
9634,0.9996240139007568,100,0.69,0.2,0.11,0.3,0.39,1.8655590487083171,0.17,3,0,nan
9635,0.9929050803184509,100,0.54,0.27,0.19,0.22,0.32,1.9718553805361014,0.06,4,0,nan
9636,0.9545382261276245,100,0.61,0.12,0.27,0.36,0.25,1.9077040161411358,0.06,5,1,nan
9643,0.9848774671554565,100,0.83,0.13,0.04,0.47,0.36,1.6109692656086607,0.14,5,3,nan
9645,0.998874843120575,100,0.68,0.2,0.12,0.32,0.36,1.888102070191481,0.08,4,0,nan
9646,0.9996190667152405,100,0.7,0.08,0.22,0.48,0.22,1.7609242772281588,0.07,5,1,nan
9647,0.9997162818908691,100,0.75,0.16,0.09,0.31,0.44,1.7806121712245742,0.09,5,2,nan
9654,0.9995703101158142,100,0.59,0.24,0.17,0.24,0.35,1.9529564504852739,0.08,4,0,nan
9675,0.9560417532920837,100,0.69,0.15,0.16,0.45,0.24,1.846097706912016,0.09,4,0,nan
9676,0.9991207122802734,100,0.69,0.13,0.18,0.31,0.38,1.8821992148282727,0.11,4,0,nan
9680,0.9977218508720398,100,0.57,0.13,0.3,0.41,0.16,1.8541355258404129,0.05,4,0,nan
9681,0.9787389039993286,100,0.67,0.1,0.23,0.49,0.18,1.7694498065168074,0.01,5,1,nan
9682,0.9994421601295471,100,0.75,0.13,0.12,0.28,0.47,1.7758873878652253,0.09,5,2,nan
9692,0.9987861514091492,100,0.57,0.25,0.18,0.21,0.36,1.948745982768655,0.08,4,0,nan
9695,0.9874740839004517,100,0.67,0.12,0.21,0.39,0.28,1.8839077873722403,0.08,4,0,nan
9697,0.9684703350067139,100,0.7,0.2,0.1,0.35,0.35,1.8567796494470397,0.05,4,0,nan
9700,0.9972192049026489,100,0.73,0.09,0.18,0.37,0.36,1.8193056935833565,0.08,4,0,nan
9707,0.9800777435302734,100,0.74,0.11,0.15,0.26,0.48,1.7743887953205053,0.12,6,1,nan
9708,0.9944762587547302,100,0.64,0.2,0.16,0.21,0.43,1.8837900674918107,0.1,4,0,nan
9711,0.99909508228302,100,0.67,0.14,0.19,0.36,0.31,1.906746416393215,0.07,5,2,nan
9714,0.9911997318267822,100,0.77,0.12,0.11,0.44,0.33,1.7663232400493827,0.12,4,0,nan
9718,0.9919142723083496,100,0.55,0.22,0.23,0.34,0.21,1.9702379589727514,0.02,3,0,nan
9719,0.9645006060600281,100,0.75,0.14,0.11,0.31,0.44,1.7923382542162152,0.05,4,0,nan
9720,0.9869397282600403,100,0.72,0.11,0.17,0.18,0.54,1.710224277284175,0.03,4,0,nan
9722,0.9823998808860779,100,0.76,0.14,0.1,0.38,0.38,1.790208780980799,0.12,6,1,nan
9723,0.9850805401802063,100,0.73,0.1,0.17,0.46,0.27,1.7921365719030684,0.12,4,0,nan
9724,0.9992583394050598,100,0.66,0.19,0.15,0.4,0.26,1.8998308082075368,0.08,6,1,nan
9725,0.999263346195221,100,0.76,0.13,0.11,0.22,0.54,1.6935473410978017,0.1,5,2,nan
9732,0.9982458353042603,100,0.68,0.17,0.15,0.5,0.18,1.7904393222739106,0.06,5,1,nan
9733,0.9994256496429443,100,0.67,0.22,0.11,0.28,0.39,1.8748775120920107,0.12,3,0,nan
9734,0.9669725298881531,100,0.79,0.08,0.13,0.3,0.49,1.699524024117375,0.09,5,3,nan
9739,0.9976581931114197,100,0.61,0.12,0.27,0.4,0.21,1.8786831673655648,0.06,5,3,nan
9741,0.9781548976898193,100,0.62,0.15,0.23,0.39,0.23,1.9156772352909444,0.05,5,1,nan
9742,0.972343385219574,100,0.68,0.09,0.23,0.26,0.42,1.8312560454680402,0.1,6,1,nan
9744,0.9696341156959534,100,0.64,0.19,0.17,0.3,0.34,1.9400767345002148,0.03,5,2,nan
9745,0.9624235033988953,100,0.69,0.14,0.17,0.48,0.21,1.812789158544408,0.04,5,1,nan
9749,0.9686042666435242,100,0.77,0.11,0.12,0.42,0.35,1.773100838140266,0.12,5,1,nan
9750,0.9783720374107361,100,0.67,0.16,0.17,0.36,0.31,1.912013650023003,0.08,3,0,nan
9752,0.9971020221710205,100,0.64,0.1,0.26,0.32,0.32,1.8895490535693042,0.09,4,0,nan
9754,0.9974807500839233,100,0.8,0.13,0.07,0.43,0.37,1.7054925920677366,0.19,3,0,nan
9758,0.999315619468689,100,0.71,0.14,0.15,0.43,0.28,1.8454396886473512,0.15,4,0,nan
9766,0.9985308647155762,100,0.8,0.12,0.08,0.47,0.33,1.6983538700114067,0.12,5,3,nan
9771,0.9711635112762451,100,0.58,0.29,0.13,0.18,0.4,1.8746267996148256,0.08,5,1,nan
9773,0.9983049631118774,100,0.63,0.19,0.18,0.22,0.41,1.9084921839672075,0.05,4,0,nan
9774,0.9801129102706909,100,0.84,0.08,0.08,0.52,0.32,1.5996275363413566,0.16,6,2,nan
9778,0.9826004505157471,100,0.63,0.26,0.11,0.26,0.37,1.8915923130085428,0.08,4,0,nan
9779,0.9928690791130066,100,0.71,0.16,0.13,0.3,0.41,1.8541355258404129,0.14,5,1,nan
9780,0.9888436198234558,100,0.73,0.18,0.09,0.19,0.54,1.693230960662746,0.11,4,0,nan
9785,0.9993783235549927,100,0.63,0.08,0.29,0.41,0.22,1.817370423194109,0.07,4,0,nan
9795,0.997241735458374,100,0.57,0.17,0.26,0.35,0.22,1.9505491680145393,0.09,4,0,nan
9800,0.988468587398529,100,0.66,0.12,0.22,0.26,0.4,1.8817001689163515,0.07,5,1,nan
9803,0.9992555379867554,100,0.63,0.23,0.14,0.27,0.36,1.9254146246901782,0.08,4,0,nan
9804,0.9548130035400391,100,0.66,0.21,0.13,0.35,0.31,1.9093624554821735,0.06,6,1,nan
9805,0.9971514344215393,100,0.74,0.21,0.05,0.2,0.54,1.6333482561010713,0.08,5,2,nan
9810,0.9988470077514648,100,0.72,0.08,0.2,0.45,0.27,1.7843170518647622,0.14,4,0,nan
9814,0.9788280725479126,100,0.74,0.12,0.14,0.46,0.28,1.7937331226377664,0.04,4,0,nan
9815,0.9949889183044434,100,0.75,0.1,0.15,0.24,0.51,1.7323018663661705,0.11,5,2,nan
9816,0.9952390193939209,100,0.62,0.17,0.21,0.25,0.37,1.9381390552522348,0.04,3,0,nan
9819,0.9897578358650208,100,0.65,0.18,0.17,0.16,0.49,1.8071931828860988,0.03,4,0,nan
9835,0.9780284762382507,100,0.76,0.13,0.11,0.37,0.39,1.7934569377272918,0.11,5,1,nan
9836,0.9501133561134338,100,0.58,0.2,0.22,0.15,0.43,1.8790681808338667,0.03,4,0,nan
9837,0.9907523393630981,100,0.72,0.23,0.05,0.2,0.52,1.6587262627264032,0.06,4,0,nan
9839,0.9981611371040344,100,0.6,0.29,0.11,0.27,0.33,1.9060345381652,0.11,5,2,nan
9848,0.9694949984550476,100,0.56,0.14,0.3,0.41,0.15,1.8561294107694126,0.01,5,1,nan
9855,0.9989383816719055,100,0.73,0.19,0.08,0.35,0.38,1.8072884511811427,0.14,4,0,nan
9864,0.9855912923812866,100,0.67,0.19,0.14,0.22,0.45,1.85131142368382,0.07,4,0,nan
9865,0.9967174530029297,100,0.79,0.12,0.09,0.41,0.38,1.737558662556401,0.09,5,1,nan
9869,0.9921450018882751,100,0.57,0.21,0.22,0.19,0.38,1.939075892228136,0.05,4,0,nan
9870,0.9741175770759583,100,0.65,0.21,0.14,0.16,0.49,1.7972320182866686,0.06,6,1,nan
9872,0.9998958706855774,100,0.66,0.15,0.19,0.48,0.18,1.8193478722733945,0.06,5,1,nan
9880,0.9989694952964783,100,0.64,0.18,0.18,0.48,0.16,1.8219011889093373,0.03,5,1,nan
9883,0.9937027096748352,100,0.77,0.12,0.11,0.27,0.5,1.7273754911665844,0.09,5,3,nan
9885,0.9696086049079895,100,0.73,0.15,0.12,0.3,0.43,1.8222660771424506,0.12,7,2,nan
9889,0.9606658220291138,100,0.66,0.09,0.25,0.23,0.43,1.8238857977862204,0.04,5,2,nan
9891,0.9844200611114502,100,0.68,0.13,0.19,0.46,0.22,1.8337793429756701,0.07,5,1,nan
9897,0.990359902381897,100,0.6,0.17,0.23,0.18,0.42,1.8932084390423585,0.04,5,1,nan
9900,0.9956648349761963,100,0.74,0.22,0.04,0.26,0.48,1.6798849066116803,0.15,7,2,nan
9903,0.9977070689201355,100,0.78,0.11,0.11,0.35,0.43,1.754238333221879,0.18,4,0,nan
9905,0.9944772124290466,100,0.58,0.14,0.28,0.32,0.26,1.9426527957938469,0.09,4,0,nan
9909,0.970526397228241,100,0.57,0.2,0.23,0.41,0.16,1.9024549990107251,0.02,4,0,nan
9912,0.9989774227142334,100,0.76,0.12,0.12,0.49,0.27,1.7484377404010587,0.13,5,1,nan
9913,0.9984525442123413,100,0.73,0.1,0.17,0.5,0.23,1.7544473524929556,0.1,4,0,nan
9916,0.9846317768096924,100,0.64,0.17,0.19,0.46,0.18,1.8504562791620436,0.07,4,0,nan
9919,0.9901279807090759,100,0.72,0.17,0.11,0.31,0.41,1.8360528505987186,0.13,4,0,nan
9920,0.9994386434555054,100,0.77,0.08,0.15,0.3,0.47,1.7350986614624015,0.1,5,1,nan
9922,0.9998512268066406,100,0.79,0.04,0.17,0.21,0.58,1.5489718708046356,0.06,5,2,nan
9923,0.9991527795791626,100,0.6,0.28,0.12,0.27,0.33,1.9191316265396308,0.07,4,0,nan
9926,0.9590180516242981,100,0.64,0.17,0.19,0.32,0.32,1.9418812792078857,0.12,3,0,nan
9927,0.998039960861206,100,0.61,0.16,0.23,0.28,0.33,1.9527275023171928,0.06,4,0,nan
9932,0.9983318448066711,100,0.74,0.18,0.08,0.25,0.49,1.7410978184549752,0.12,4,0,nan
9936,0.9659577012062073,100,0.66,0.24,0.1,0.18,0.48,1.7799038795071398,0.04,4,0,nan
9937,0.9785714745521545,100,0.89,0.1,0.01,0.38,0.51,1.4245140007719632,0.15,5,2,nan
9944,0.9628716707229614,100,0.66,0.23,0.11,0.25,0.41,1.8653390924944135,0.08,4,0,nan
9951,0.9943332076072693,100,0.74,0.18,0.08,0.31,0.43,1.784174988773275,0.16,3,0,nan
9956,0.9544985890388489,100,0.7,0.19,0.11,0.32,0.38,1.8620000290617782,0.13,5,2,nan
9959,0.9950140118598938,100,0.7,0.1,0.2,0.54,0.16,1.699638510140243,0.1,5,3,nan
